experiment,file,source_path,bird,expected_birdnet_species,distance,start_s,end_s,window_duration_s,active_overlap_seconds,active_overlap_fraction,is_active_window,top1_prediction,top1_confidence,top2_prediction,top2_confidence,top3_prediction,top3_confidence,expected_detected,expected_rank,expected_confidence,correct_top1,correct_top3,correct_top5
E1_no_metadata,American_Robin_12ft.wav,Birdsongs Recordings\12ft\American_Robin_12ft.wav,American Robin,American Robin,12ft,3.0,6.0,3.0,1.9000000000000004,0.6333333333333334,True,American Robin,0.6101,Black-billed Thrush,0.1327,Austral Thrush,0.007,True,1.0,0.6101,True,True,True
E1_no_metadata,American_Robin_12ft.wav,Birdsongs Recordings\12ft\American_Robin_12ft.wav,American Robin,American Robin,12ft,6.0,9.0,3.0,1.4000000000000004,0.4666666666666668,True,American Robin,0.789,Black Thrush,0.024,Brown-headed Thrush,0.0211,True,1.0,0.789,True,True,True
E1_no_metadata,American_Robin_12ft.wav,Birdsongs Recordings\12ft\American_Robin_12ft.wav,American Robin,American Robin,12ft,9.0,10.0,1.0,1.0,1.0,True,American Robin,0.8056,Black-headed Grosbeak,0.2784,Pale Thrush,0.0316,True,1.0,0.8056,True,True,True
E1_no_metadata,Annas_Hummingbird_12ft.wav,Birdsongs Recordings\12ft\Annas_Hummingbird_12ft.wav,Anna's Hummingbird,Anna's Hummingbird,12ft,0.0,3.0,3.0,1.5,0.5,True,Anna's Hummingbird,0.9398,Bananaquit,0.0048,River Warbler,0.0047,True,1.0,0.9398,True,True,True
E1_no_metadata,Annas_Hummingbird_12ft.wav,Birdsongs Recordings\12ft\Annas_Hummingbird_12ft.wav,Anna's Hummingbird,Anna's Hummingbird,12ft,3.0,6.0,3.0,3.0,1.0,True,Anna's Hummingbird,0.9994,River Warbler,0.0114,Black Redstart,0.0059,True,1.0,0.9994,True,True,True
E1_no_metadata,Annas_Hummingbird_12ft.wav,Birdsongs Recordings\12ft\Annas_Hummingbird_12ft.wav,Anna's Hummingbird,Anna's Hummingbird,12ft,6.0,9.0,3.0,3.0,1.0,True,Anna's Hummingbird,0.9988,Black Redstart,0.0227,Russet Bush Warbler,0.0104,True,1.0,0.9988,True,True,True
E1_no_metadata,Annas_Hummingbird_12ft.wav,Birdsongs Recordings\12ft\Annas_Hummingbird_12ft.wav,Anna's Hummingbird,Anna's Hummingbird,12ft,9.0,10.0,1.0,0.6999999999999993,0.6999999999999993,True,Anna's Hummingbird,0.9942,Rufous Hummingbird,0.0184,Clay-colored Sparrow,0.0168,True,1.0,0.9942,True,True,True
E1_no_metadata,Barn_Swallow_12ft.wav,Birdsongs Recordings\12ft\Barn_Swallow_12ft.wav,Barn Swallow,Barn Swallow,12ft,0.0,3.0,3.0,2.7,0.9,True,Barn Swallow,0.9977,Nelson's Sparrow,0.0011,Grasshopper Sparrow,0.001,True,1.0,0.9977,True,True,True
E1_no_metadata,Barn_Swallow_12ft.wav,Birdsongs Recordings\12ft\Barn_Swallow_12ft.wav,Barn Swallow,Barn Swallow,12ft,3.0,6.0,3.0,3.0,1.0,True,Barn Swallow,0.9988,Cliff Swallow,0.2432,Pacific Swallow,0.0861,True,1.0,0.9988,True,True,True
E1_no_metadata,Barn_Swallow_12ft.wav,Birdsongs Recordings\12ft\Barn_Swallow_12ft.wav,Barn Swallow,Barn Swallow,12ft,6.0,9.0,3.0,3.0,1.0,True,Barn Swallow,0.9961,Cliff Swallow,0.0158,Cave Swallow,0.0092,True,1.0,0.9961,True,True,True
E1_no_metadata,Barn_Swallow_12ft.wav,Birdsongs Recordings\12ft\Barn_Swallow_12ft.wav,Barn Swallow,Barn Swallow,12ft,9.0,10.0,1.0,0.1999999999999993,0.1999999999999993,False,Mouse-colored Tyrannulet,0.0895,White-bearded Manakin,0.0763,Yellow-chinned Spinetail,0.0357,False,,0.0,False,False,False
E1_no_metadata,Bewicks_Wren_12ft.wav,Birdsongs Recordings\12ft\Bewicks_Wren_12ft.wav,Bewick's Wren,Bewick's Wren,12ft,0.0,3.0,3.0,2.4,0.7999999999999999,True,Bewick's Wren,0.8706,Black-throated Sparrow,0.0809,Song Sparrow,0.0201,True,1.0,0.8706,True,True,True
E1_no_metadata,Bewicks_Wren_12ft.wav,Birdsongs Recordings\12ft\Bewicks_Wren_12ft.wav,Bewick's Wren,Bewick's Wren,12ft,3.0,6.0,3.0,0.0,0.0,False,Common Virtuoso Katydid,0.0939,Red-rumped Swallow,0.0723,House Finch,0.0341,False,,0.0,False,False,False
E1_no_metadata,Bewicks_Wren_12ft.wav,Birdsongs Recordings\12ft\Bewicks_Wren_12ft.wav,Bewick's Wren,Bewick's Wren,12ft,6.0,9.0,3.0,0.0,0.0,False,Common Virtuoso Katydid,0.2198,Red-rumped Swallow,0.1189,Monk Parakeet,0.0295,False,,0.0,False,False,False
E1_no_metadata,Bewicks_Wren_12ft.wav,Birdsongs Recordings\12ft\Bewicks_Wren_12ft.wav,Bewick's Wren,Bewick's Wren,12ft,9.0,10.0,1.0,0.0,0.0,False,Indian Scops-Owl,0.0965,Jerdon's Nightjar,0.0474,Spotted Owlet,0.0433,False,,0.0,False,False,False
E1_no_metadata,Black_Phoebe_12ft.wav,Birdsongs Recordings\12ft\Black_Phoebe_12ft.wav,Black Phoebe,Black Phoebe,12ft,0.0,3.0,3.0,0.7500000000000002,0.25000000000000006,True,Black Phoebe,0.9958,White-breasted Waterhen,0.004,Shikra,0.002,True,1.0,0.9958,True,True,True
E1_no_metadata,Black_Phoebe_12ft.wav,Birdsongs Recordings\12ft\Black_Phoebe_12ft.wav,Black Phoebe,Black Phoebe,12ft,3.0,6.0,3.0,0.8999999999999999,0.3,True,Black Phoebe,0.9899,Common Virtuoso Katydid,0.0363,Gray Kingbird,0.0123,True,1.0,0.9899,True,True,True
E1_no_metadata,Black_Phoebe_12ft.wav,Birdsongs Recordings\12ft\Black_Phoebe_12ft.wav,Black Phoebe,Black Phoebe,12ft,6.0,9.0,3.0,0.7999999999999989,0.26666666666666633,True,Black Phoebe,0.9937,Common Virtuoso Katydid,0.0353,Song Sparrow,0.0136,True,1.0,0.9937,True,True,True
E1_no_metadata,Black_Phoebe_12ft.wav,Birdsongs Recordings\12ft\Black_Phoebe_12ft.wav,Black Phoebe,Black Phoebe,12ft,9.0,10.0,1.0,0.40000000000000036,0.40000000000000036,True,Black Phoebe,0.9997,Patagonian Tyrant,0.0009,Tropical Kingbird,0.0006,True,1.0,0.9997,True,True,True
E1_no_metadata,California_Towhee_12ft.wav,Birdsongs Recordings\12ft\California_Towhee_12ft.wav,California Towhee,California Towhee,12ft,0.0,3.0,3.0,1.35,0.45,True,California Towhee,0.999,Orange-crowned Warbler,0.0009,Pyrrhuloxia,0.0007,True,1.0,0.999,True,True,True
E1_no_metadata,California_Towhee_12ft.wav,Birdsongs Recordings\12ft\California_Towhee_12ft.wav,California Towhee,California Towhee,12ft,3.0,6.0,3.0,0.0,0.0,False,Common Virtuoso Katydid,0.7044,House Finch,0.3337,Austral Thrush,0.0574,False,,0.0,False,False,False
E1_no_metadata,California_Towhee_12ft.wav,Birdsongs Recordings\12ft\California_Towhee_12ft.wav,California Towhee,California Towhee,12ft,6.0,9.0,3.0,1.4499999999999993,0.4833333333333331,True,California Towhee,0.9913,Abert's Towhee,0.0072,White-throated Towhee,0.0004,True,1.0,0.9913,True,True,True
E1_no_metadata,California_Towhee_12ft.wav,Birdsongs Recordings\12ft\California_Towhee_12ft.wav,California Towhee,California Towhee,12ft,9.0,10.0,1.0,0.0,0.0,False,Savanna Nightjar,0.1446,Northern Rough-winged Swallow,0.0193,Woodhouse's Scrub-Jay,0.0148,False,,0.0,False,False,False
E1_no_metadata,Dark_eyed_Junco_12ft.wav,Birdsongs Recordings\12ft\Dark_eyed_Junco_12ft.wav,Dark-eyed Junco,Dark-eyed Junco,12ft,0.0,3.0,3.0,1.7500000000000002,0.5833333333333334,True,Dark-eyed Junco,0.929,Cirl Bunting,0.0463,Swamp Sparrow,0.0165,True,1.0,0.929,True,True,True
E1_no_metadata,Dark_eyed_Junco_12ft.wav,Birdsongs Recordings\12ft\Dark_eyed_Junco_12ft.wav,Dark-eyed Junco,Dark-eyed Junco,12ft,3.0,6.0,3.0,0.0,0.0,False,Savanna Nightjar,0.1435,Common Virtuoso Katydid,0.1318,Woodhouse's Scrub-Jay,0.0385,False,,0.0,False,False,False
E1_no_metadata,Dark_eyed_Junco_12ft.wav,Birdsongs Recordings\12ft\Dark_eyed_Junco_12ft.wav,Dark-eyed Junco,Dark-eyed Junco,12ft,6.0,9.0,3.0,1.8500000000000005,0.6166666666666668,True,Dark-eyed Junco,0.9696,Cirl Bunting,0.0754,Chipping Sparrow,0.0369,True,1.0,0.9696,True,True,True
E1_no_metadata,Dark_eyed_Junco_12ft.wav,Birdsongs Recordings\12ft\Dark_eyed_Junco_12ft.wav,Dark-eyed Junco,Dark-eyed Junco,12ft,9.0,10.0,1.0,0.0,0.0,False,Red-whiskered Bulbul,0.0483,Savanna Nightjar,0.034,Red-vented Bulbul,0.0312,False,,0.0,False,False,False
E1_no_metadata,European_Starling_12ft.wav,Birdsongs Recordings\12ft\European_Starling_12ft.wav,European Starling,European Starling,12ft,0.0,3.0,3.0,2.6,0.8666666666666667,True,Freckle-breasted Thornbird,0.4246,Broad-winged Hawk,0.2969,Rusty Blackbird,0.2959,False,,0.0,False,False,False
E1_no_metadata,European_Starling_12ft.wav,Birdsongs Recordings\12ft\European_Starling_12ft.wav,European Starling,European Starling,12ft,3.0,6.0,3.0,3.0,1.0,True,American Robin,0.0778,American Tree Sparrow,0.0426,Black-capped Chickadee,0.0265,True,4.0,0.0253,False,False,True
E1_no_metadata,European_Starling_12ft.wav,Birdsongs Recordings\12ft\European_Starling_12ft.wav,European Starling,European Starling,12ft,6.0,9.0,3.0,3.0,1.0,True,European Starling,0.562,Blue-throated Mountain-gem,0.0987,Spotless Starling,0.0864,True,1.0,0.562,True,True,True
E1_no_metadata,European_Starling_12ft.wav,Birdsongs Recordings\12ft\European_Starling_12ft.wav,European Starling,European Starling,12ft,9.0,10.0,1.0,1.0,1.0,True,European Starling,0.1816,Spotless Starling,0.1566,Rosy Starling,0.0668,True,1.0,0.1816,True,True,True
E1_no_metadata,Hooded_Oriole_12ft.wav,Birdsongs Recordings\12ft\Hooded_Oriole_12ft.wav,Hooded Oriole,Hooded Oriole,12ft,0.0,3.0,3.0,1.35,0.45,True,Hooded Oriole,0.9354,Cassin's Kingbird,0.0409,Orchard Oriole,0.0186,True,1.0,0.9354,True,True,True
E1_no_metadata,Hooded_Oriole_12ft.wav,Birdsongs Recordings\12ft\Hooded_Oriole_12ft.wav,Hooded Oriole,Hooded Oriole,12ft,3.0,6.0,3.0,1.6500000000000008,0.5500000000000003,True,Hooded Oriole,0.2606,Gray Catbird,0.0897,Curve-billed Thrasher,0.0313,True,1.0,0.2606,True,True,True
E1_no_metadata,Hooded_Oriole_12ft.wav,Birdsongs Recordings\12ft\Hooded_Oriole_12ft.wav,Hooded Oriole,Hooded Oriole,12ft,6.0,9.0,3.0,2.4000000000000004,0.8000000000000002,True,Hooded Oriole,0.9234,Orchard Oriole,0.1422,Curve-billed Thrasher,0.0436,True,1.0,0.9234,True,True,True
E1_no_metadata,Hooded_Oriole_12ft.wav,Birdsongs Recordings\12ft\Hooded_Oriole_12ft.wav,Hooded Oriole,Hooded Oriole,12ft,9.0,10.0,1.0,0.8499999999999996,0.8499999999999996,True,Western Tanager,0.8465,Hooded Oriole,0.3892,California Thrasher,0.1016,True,2.0,0.3892,False,True,True
E1_no_metadata,House_Finch_12ft.wav,Birdsongs Recordings\12ft\House_Finch_12ft.wav,House Finch,House Finch,12ft,0.0,3.0,3.0,2.55,0.85,True,House Finch,0.9257,Purple Finch,0.0445,Orchard Oriole,0.0155,True,1.0,0.9257,True,True,True
E1_no_metadata,House_Finch_12ft.wav,Birdsongs Recordings\12ft\House_Finch_12ft.wav,House Finch,House Finch,12ft,3.0,6.0,3.0,0.6999999999999997,0.23333333333333325,True,House Finch,0.278,Red-whiskered Bulbul,0.1128,Sooty-headed Bulbul,0.0248,True,1.0,0.278,True,True,True
E1_no_metadata,House_Finch_12ft.wav,Birdsongs Recordings\12ft\House_Finch_12ft.wav,House Finch,House Finch,12ft,6.0,9.0,3.0,2.0,0.6666666666666666,True,House Finch,0.7589,Orchard Oriole,0.0505,Townsend's Solitaire,0.022,True,1.0,0.7589,True,True,True
E1_no_metadata,House_Finch_12ft.wav,Birdsongs Recordings\12ft\House_Finch_12ft.wav,House Finch,House Finch,12ft,9.0,10.0,1.0,0.0,0.0,False,Savanna Nightjar,0.0839,Long-tailed Shrike,0.0522,Northern Rough-winged Swallow,0.0362,False,,0.0,False,False,False
E1_no_metadata,House_Sparrow_12ft.wav,Birdsongs Recordings\12ft\House_Sparrow_12ft.wav,House Sparrow,House Sparrow,12ft,0.0,3.0,3.0,1.7420000000000002,0.5806666666666668,True,House Sparrow,0.3421,Italian Sparrow,0.038,Gray Catbird,0.007,True,1.0,0.3421,True,True,True
E1_no_metadata,House_Sparrow_12ft.wav,Birdsongs Recordings\12ft\House_Sparrow_12ft.wav,House Sparrow,House Sparrow,12ft,3.0,6.0,3.0,1.8359999999999999,0.612,True,House Sparrow,0.7826,Italian Sparrow,0.0647,Eurasian Tree Sparrow,0.0124,True,1.0,0.7826,True,True,True
E1_no_metadata,House_Sparrow_12ft.wav,Birdsongs Recordings\12ft\House_Sparrow_12ft.wav,House Sparrow,House Sparrow,12ft,6.0,9.0,3.0,1.8360000000000003,0.6120000000000001,True,House Sparrow,0.5012,Italian Sparrow,0.0736,Spanish Sparrow,0.0054,True,1.0,0.5012,True,True,True
E1_no_metadata,House_Sparrow_12ft.wav,Birdsongs Recordings\12ft\House_Sparrow_12ft.wav,House Sparrow,House Sparrow,12ft,9.0,10.0,1.0,0.6420000000000012,0.6420000000000012,True,House Sparrow,0.2264,Yellow-legged Thrush,0.0433,Square-tailed Bulbul,0.0394,True,1.0,0.2264,True,True,True
E1_no_metadata,Lesser_Goldfinch_12ft.wav,Birdsongs Recordings\12ft\Lesser_Goldfinch_12ft.wav,Lesser Goldfinch,Lesser Goldfinch,12ft,0.0,3.0,3.0,3.0,1.0,True,Lesser Goldfinch,0.443,Pallas's Leaf Warbler,0.0736,Oriental Magpie-Robin,0.0587,True,1.0,0.443,True,True,True
E1_no_metadata,Lesser_Goldfinch_12ft.wav,Birdsongs Recordings\12ft\Lesser_Goldfinch_12ft.wav,Lesser Goldfinch,Lesser Goldfinch,12ft,3.0,6.0,3.0,2.3999999999999995,0.7999999999999998,True,Pallas's Leaf Warbler,0.6538,White-browed Wagtail,0.139,Oriental Magpie-Robin,0.0565,True,6.0,0.0137,False,False,False
E1_no_metadata,Lesser_Goldfinch_12ft.wav,Birdsongs Recordings\12ft\Lesser_Goldfinch_12ft.wav,Lesser Goldfinch,Lesser Goldfinch,12ft,6.0,9.0,3.0,3.0,1.0,True,Lesser Goldfinch,0.3586,Oriental Magpie-Robin,0.0139,Pallas's Leaf Warbler,0.0097,True,1.0,0.3586,True,True,True
E1_no_metadata,Lesser_Goldfinch_12ft.wav,Birdsongs Recordings\12ft\Lesser_Goldfinch_12ft.wav,Lesser Goldfinch,Lesser Goldfinch,12ft,9.0,10.0,1.0,0.9920000000000009,0.9920000000000009,True,American Goldfinch,0.1928,Collared Sunbird,0.1329,Sayaca Tanager,0.0738,False,,0.0,False,False,False
E1_no_metadata,Mourning_Dove_12ft.wav,Birdsongs Recordings\12ft\Mourning_Dove_12ft.wav,Mourning Dove,Mourning Dove,12ft,0.0,3.0,3.0,1.0,0.3333333333333333,True,Mourning Dove,0.4292,White-tipped Dove,0.0886,Wedge-tailed Shearwater,0.065,True,1.0,0.4292,True,True,True
E1_no_metadata,Mourning_Dove_12ft.wav,Birdsongs Recordings\12ft\Mourning_Dove_12ft.wav,Mourning Dove,Mourning Dove,12ft,3.0,6.0,3.0,2.3,0.7666666666666666,True,Mourning Dove,0.9556,Eurasian Collared-Dove,0.0205,Black-billed Wood-Dove,0.0126,True,1.0,0.9556,True,True,True
E1_no_metadata,Mourning_Dove_12ft.wav,Birdsongs Recordings\12ft\Mourning_Dove_12ft.wav,Mourning Dove,Mourning Dove,12ft,6.0,9.0,3.0,1.2999999999999998,0.4333333333333333,True,Eurasian Collared-Dove,0.2432,White-tipped Dove,0.2289,Mourning Dove,0.2079,True,3.0,0.2079,False,True,True
E1_no_metadata,Mourning_Dove_12ft.wav,Birdsongs Recordings\12ft\Mourning_Dove_12ft.wav,Mourning Dove,Mourning Dove,12ft,9.0,10.0,1.0,0.0,0.0,False,Indian Scops-Owl,0.0557,Spotted Owlet,0.0406,Savanna Nightjar,0.0333,False,,0.0,False,False,False
E1_no_metadata,Northern_House_Wren_12ft.wav,Birdsongs Recordings\12ft\Northern_House_Wren_12ft.wav,Northern House Wren,House Wren,12ft,0.0,3.0,3.0,2.7,0.9,True,House Wren,0.9864,Black-chinned Siskin,0.0063,Lewis's Woodpecker,0.0028,True,1.0,0.9864,True,True,True
E1_no_metadata,Northern_House_Wren_12ft.wav,Birdsongs Recordings\12ft\Northern_House_Wren_12ft.wav,Northern House Wren,House Wren,12ft,3.0,6.0,3.0,0.8000000000000003,0.2666666666666668,True,Marsh Wren,0.4008,House Wren,0.3552,Bell's Vireo,0.1616,True,2.0,0.3552,False,True,True
E1_no_metadata,Northern_House_Wren_12ft.wav,Birdsongs Recordings\12ft\Northern_House_Wren_12ft.wav,Northern House Wren,House Wren,12ft,6.0,9.0,3.0,2.8000000000000007,0.9333333333333336,True,House Wren,0.9941,Eastern Wood-Pewee,0.0019,Pine Warbler,0.0014,True,1.0,0.9941,True,True,True
E1_no_metadata,Northern_House_Wren_12ft.wav,Birdsongs Recordings\12ft\Northern_House_Wren_12ft.wav,Northern House Wren,House Wren,12ft,9.0,10.0,1.0,0.0,0.0,False,Savanna Nightjar,0.108,Black Drongo,0.0368,Long-tailed Shrike,0.0245,False,,0.0,False,False,False
E1_no_metadata,Northern_Mockingbird_12ft.wav,Birdsongs Recordings\12ft\Northern_Mockingbird_12ft.wav,Northern Mockingbird,Northern Mockingbird,12ft,0.0,3.0,3.0,1.6499999999999997,0.5499999999999999,True,Northern Mockingbird,0.7178,Brown Thrasher,0.1271,Chalk-browed Mockingbird,0.0678,True,1.0,0.7178,True,True,True
E1_no_metadata,Northern_Mockingbird_12ft.wav,Birdsongs Recordings\12ft\Northern_Mockingbird_12ft.wav,Northern Mockingbird,Northern Mockingbird,12ft,3.0,6.0,3.0,1.1499999999999995,0.38333333333333314,True,Northern Mockingbird,0.2311,Tropical Mockingbird,0.0645,American Robin,0.0127,True,1.0,0.2311,True,True,True
E1_no_metadata,Northern_Mockingbird_12ft.wav,Birdsongs Recordings\12ft\Northern_Mockingbird_12ft.wav,Northern Mockingbird,Northern Mockingbird,12ft,6.0,9.0,3.0,2.13,0.71,True,Chinese Blackbird,0.3301,Northern Mockingbird,0.2763,Song Thrush,0.0666,True,2.0,0.2763,False,True,True
E1_no_metadata,Northern_Mockingbird_12ft.wav,Birdsongs Recordings\12ft\Northern_Mockingbird_12ft.wav,Northern Mockingbird,Northern Mockingbird,12ft,9.0,10.0,1.0,0.27999999999999936,0.27999999999999936,True,Square-tailed Bulbul,0.1097,Orange-headed Thrush,0.1069,Bare-crowned Antbird,0.1031,False,,0.0,False,False,False
E1_no_metadata,Northern_Yellow_Warbler_12ft.wav,Birdsongs Recordings\12ft\Northern_Yellow_Warbler_12ft.wav,Northern Yellow Warbler,Yellow Warbler,12ft,0.0,3.0,3.0,0.0,0.0,False,Common Virtuoso Katydid,0.1134,Great Bittern,0.0646,Helmeted Curassow,0.0323,False,,0.0,False,False,False
E1_no_metadata,Northern_Yellow_Warbler_12ft.wav,Birdsongs Recordings\12ft\Northern_Yellow_Warbler_12ft.wav,Northern Yellow Warbler,Yellow Warbler,12ft,3.0,6.0,3.0,1.3499999999999996,0.4499999999999999,True,Yellow Warbler,0.8782,American Redstart,0.0408,Wilson's Warbler,0.0172,True,1.0,0.8782,True,True,True
E1_no_metadata,Northern_Yellow_Warbler_12ft.wav,Birdsongs Recordings\12ft\Northern_Yellow_Warbler_12ft.wav,Northern Yellow Warbler,Yellow Warbler,12ft,6.0,9.0,3.0,0.09999999999999964,0.033333333333333215,False,Common Virtuoso Katydid,0.2544,White-tailed Deer,0.1237,Greenish Warbler,0.0774,True,15.0,0.0071,False,False,False
E1_no_metadata,Northern_Yellow_Warbler_12ft.wav,Birdsongs Recordings\12ft\Northern_Yellow_Warbler_12ft.wav,Northern Yellow Warbler,Yellow Warbler,12ft,9.0,10.0,1.0,0.0,0.0,False,White-breasted Nuthatch,0.092,Red-shouldered Hawk,0.0244,Eastern Bluebird,0.0196,False,,0.0,False,False,False
E1_no_metadata,Oak_Titmouse_12ft.wav,Birdsongs Recordings\12ft\Oak_Titmouse_12ft.wav,Oak Titmouse,Oak Titmouse,12ft,0.0,3.0,3.0,1.3,0.43333333333333335,True,Juniper Titmouse,0.1665,Oak Titmouse,0.0763,Sahel Bush Sparrow,0.0127,True,2.0,0.0763,False,True,True
E1_no_metadata,Oak_Titmouse_12ft.wav,Birdsongs Recordings\12ft\Oak_Titmouse_12ft.wav,Oak Titmouse,Oak Titmouse,12ft,3.0,6.0,3.0,1.0000000000000004,0.3333333333333335,True,Oak Titmouse,0.9991,Carolina Wren,0.0091,Spotted Towhee,0.0089,True,1.0,0.9991,True,True,True
E1_no_metadata,Oak_Titmouse_12ft.wav,Birdsongs Recordings\12ft\Oak_Titmouse_12ft.wav,Oak Titmouse,Oak Titmouse,12ft,6.0,9.0,3.0,1.4499999999999993,0.4833333333333331,True,Oak Titmouse,0.9985,Carolina Wren,0.012,Juniper Titmouse,0.0054,True,1.0,0.9985,True,True,True
E1_no_metadata,Oak_Titmouse_12ft.wav,Birdsongs Recordings\12ft\Oak_Titmouse_12ft.wav,Oak Titmouse,Oak Titmouse,12ft,9.0,10.0,1.0,0.9000000000000004,0.9000000000000004,True,Oak Titmouse,0.9983,Juniper Titmouse,0.0139,California Towhee,0.0029,True,1.0,0.9983,True,True,True
E1_no_metadata,Rock_Pigeon_12ft.wav,Birdsongs Recordings\12ft\Rock_Pigeon_12ft.wav,Rock Pigeon,Rock Pigeon,12ft,0.0,3.0,3.0,1.5499999999999998,0.5166666666666666,True,Rock Pigeon,0.9946,American Crow,0.0561,Tawny-browed Owl,0.0411,True,1.0,0.9946,True,True,True
E1_no_metadata,Rock_Pigeon_12ft.wav,Birdsongs Recordings\12ft\Rock_Pigeon_12ft.wav,Rock Pigeon,Rock Pigeon,12ft,3.0,6.0,3.0,1.0499999999999998,0.3499999999999999,True,Rock Pigeon,0.9871,Tawny-browed Owl,0.0235,Engine,0.0113,True,1.0,0.9871,True,True,True
E1_no_metadata,Rock_Pigeon_12ft.wav,Birdsongs Recordings\12ft\Rock_Pigeon_12ft.wav,Rock Pigeon,Rock Pigeon,12ft,6.0,9.0,3.0,1.0999999999999996,0.36666666666666653,True,Rock Pigeon,0.9948,Tawny-browed Owl,0.0063,Engine,0.0021,True,1.0,0.9948,True,True,True
E1_no_metadata,Rock_Pigeon_12ft.wav,Birdsongs Recordings\12ft\Rock_Pigeon_12ft.wav,Rock Pigeon,Rock Pigeon,12ft,9.0,10.0,1.0,0.0,0.0,False,Common Redstart,0.0437,Gray-headed Woodpecker,0.037,Parrot Crossbill,0.0234,False,,0.0,False,False,False
E1_no_metadata,Song_Sparrow_12ft.wav,Birdsongs Recordings\12ft\Song_Sparrow_12ft.wav,Song Sparrow,Song Sparrow,12ft,0.0,3.0,3.0,0.0,0.0,False,Common Virtuoso Katydid,0.2343,Engine,0.0681,Red-whiskered Bulbul,0.0397,True,8.0,0.0095,False,False,False
E1_no_metadata,Song_Sparrow_12ft.wav,Birdsongs Recordings\12ft\Song_Sparrow_12ft.wav,Song Sparrow,Song Sparrow,12ft,3.0,6.0,3.0,2.6500000000000004,0.8833333333333334,True,Song Sparrow,0.9502,Swamp Sparrow,0.0033,Downy Woodpecker,0.0022,True,1.0,0.9502,True,True,True
E1_no_metadata,Song_Sparrow_12ft.wav,Birdsongs Recordings\12ft\Song_Sparrow_12ft.wav,Song Sparrow,Song Sparrow,12ft,6.0,9.0,3.0,0.0,0.0,False,Common Virtuoso Katydid,0.1852,Engine,0.1051,Red Crossbill,0.0897,True,12.0,0.0133,False,False,False
E1_no_metadata,Song_Sparrow_12ft.wav,Birdsongs Recordings\12ft\Song_Sparrow_12ft.wav,Song Sparrow,Song Sparrow,12ft,9.0,10.0,1.0,0.0,0.0,False,Indian Thick-knee,0.061,Bald Eagle,0.029,Brown Boobook,0.0285,False,,0.0,False,False,False
E1_no_metadata,Spotted_Towhee_12ft.wav,Birdsongs Recordings\12ft\Spotted_Towhee_12ft.wav,Spotted Towhee,Spotted Towhee,12ft,0.0,3.0,3.0,1.3,0.43333333333333335,True,Spotted Towhee,0.9569,Green-tailed Towhee,0.0393,Yellow-eyed Junco,0.0043,True,1.0,0.9569,True,True,True
E1_no_metadata,Spotted_Towhee_12ft.wav,Birdsongs Recordings\12ft\Spotted_Towhee_12ft.wav,Spotted Towhee,Spotted Towhee,12ft,3.0,6.0,3.0,0.0,0.0,False,Common Virtuoso Katydid,0.7827,Engine,0.1187,Human vocal,0.0372,False,,0.0,False,False,False
E1_no_metadata,Spotted_Towhee_12ft.wav,Birdsongs Recordings\12ft\Spotted_Towhee_12ft.wav,Spotted Towhee,Spotted Towhee,12ft,6.0,9.0,3.0,1.3500000000000005,0.4500000000000002,True,Spotted Towhee,0.9848,Green-tailed Towhee,0.0615,Yellow-eyed Junco,0.0057,True,1.0,0.9848,True,True,True
E1_no_metadata,Spotted_Towhee_12ft.wav,Birdsongs Recordings\12ft\Spotted_Towhee_12ft.wav,Spotted Towhee,Spotted Towhee,12ft,9.0,10.0,1.0,0.0,0.0,False,Brown Fish-Owl,0.0286,Human vocal,0.0266,Indian Peafowl,0.0173,False,,0.0,False,False,False
E1_no_metadata,American_Robin_24ft.wav,Birdsongs Recordings\24ft\American_Robin_24ft.wav,American Robin,American Robin,24ft,0.0,3.0,3.0,2.45,0.8166666666666668,True,American Robin,0.6834,Summer Tanager,0.0652,Pale Thrush,0.0433,True,1.0,0.6834,True,True,True
E1_no_metadata,American_Robin_24ft.wav,Birdsongs Recordings\24ft\American_Robin_24ft.wav,American Robin,American Robin,24ft,3.0,6.0,3.0,1.9000000000000004,0.6333333333333334,True,American Robin,0.5256,Austral Thrush,0.0191,Scarlet Tanager,0.0159,True,1.0,0.5256,True,True,True
E1_no_metadata,American_Robin_24ft.wav,Birdsongs Recordings\24ft\American_Robin_24ft.wav,American Robin,American Robin,24ft,6.0,9.0,3.0,1.4000000000000004,0.4666666666666668,True,American Robin,0.6638,Pale Thrush,0.2365,Black Thrush,0.0225,True,1.0,0.6638,True,True,True
E1_no_metadata,American_Robin_24ft.wav,Birdsongs Recordings\24ft\American_Robin_24ft.wav,American Robin,American Robin,24ft,9.0,10.0,1.0,1.0,1.0,True,American Robin,0.6091,Black-headed Grosbeak,0.2571,Austral Thrush,0.0492,True,1.0,0.6091,True,True,True
E1_no_metadata,Annas_Hummingbird_24ft.wav,Birdsongs Recordings\24ft\Annas_Hummingbird_24ft.wav,Anna's Hummingbird,Anna's Hummingbird,24ft,0.0,3.0,3.0,1.5,0.5,True,Anna's Hummingbird,0.797,Black-faced Grassquit,0.0179,Bananaquit,0.0161,True,1.0,0.797,True,True,True
